Nombre,Empresa,Organismo,Sit.General,Tipo,Frac,N.Reg,Sustancia,Superf,Uds,Secc
EL CAMPILLO,"TRANSPORTES Y MOVIMIENTOS DE TIERRAS HNOS. TÉLLEZ,, CORVALÁN, S.L., LA ATALAYA DEL CAMPILLO, S.L.",HUELVA,Autorizado,Sec. A),00,28,GRW,1.18,H,A
EL CAMPILLO,"CALIZAS CAMPO REAL, S.A.",MADRID,Cancelado,C.Exp.Derivada,11,3003,,17.0,H,C
EL CAMPILLO,"ARCILLAS  Y  CHAMOTAS, S.L",TERUEL,Autorizado,Sec. A),00,375,ARC,3.7,H,A
EL CAMPILLO,"AGUAS DEL CAMPILLO DE SIETE AGUAS, S.L.",VALENCIA,Trámite/decl-recurso,A.Min/Termal,00,3021,AMA,0.01,H,B
EL CAMPILLO,"ARIDOS Y HORMIGONES CORTES, S.L",ZARAGOZA,Autorizado,Sec. A),00,106,GRV,1.0,H,A
EL CAMPILLO,"ARIDOS SAN MARCIAL, S.L.",ZARAGOZA,Autorizado,Sec. A),00,298,GRV,10.9382,H,A
EL CAMPILLO,AYUNTAMIENTO DE MEDIANA DE EBRO,ZARAGOZA,Trámite/decl-recurso,Sec. A),00,367,GRV,1.0,H,A
EL CAMPILLO II,HUPRECESA,GUADALAJARA,Autorizado,Sec. A),00,75,"GRV, ARN",8.25,H,A
EL CAMPILLO-2,"CALIZAS CAMPO REAL, S.A.",MADRID,Caducado,P.Investigación,10,3065,,9.0,H,C
EL CAMPILLO-2,"CALIZAS CAMPO REAL, S.A.",MADRID,Cancelado,C.Exp.Derivada,11,3065,CAL,9.0,H,C
EL CAMPO,"ISIDRO, MEDINA ÁLVAREZ",SORIA,Trámite/autorización,Sec. A),00,280,"GRV, ARN",3.1191,H,A
EL CANAL,ARIDOS Y HORMIGONES CAMPINO SL,LA RIOJA,Cancelado,Sec. A),00,320,"GRV, ARN",5.39,H,A
EL CANAL,ANDRES MARTIN MARTIN,TOLEDO,Cancelado,Sec. A),00,578,"GRV, ARN",18.4183,H,A
EL CANALAZO,"HORMIGONES ARGA, S.A.",ZARAGOZA,Trámite/otorgamiento,C.Exp.Directa,00,3251,GRV,8.0,C,C
EL CANALIZO,"ANA BELLA, GARCÍA COLINO",VALLADOLID,Trámite/autorización,Sec. A),00,478,CAL,14.0478,H,A
EL CANARIO,"IBERSILVA, S.A. (ANTES IBERSILVA SERVICIOS, S.A.U.",HUELVA,Autorizado,Sec. A),00,300,ARN,55.0,H,A
EL CANCHAL,"OHL S.A. (OBRASCON HUARTE LAIN, S.A.)",BADAJOZ,Otorgado,Sec. A),00,753,DIB,10.0,H,A
EL CANCHON,"BLOKDEGAL, S.A.",MADRID,Autorizado,Sec. A),00,89,GRT,1.1116,H,A
EL CANDEJON EL COTO,"LOS PEPERRINES CONSTRUCCIONES Y OBRAS PUBLICAS, SL",ZAMORA,Trámite/autorización,Sec. A),20,556,"GRV, ARN",17.9966,H,A
EL CANDIL,"ALFARAJO, S.L.",ALMERIA,Trámite/otorgamiento,P.Investigación,00,40649,TOC,226.0,C,C
EL CANEDO A,"PIZARRAS DE LOS OSCOS, S.A",ASTURIAS,Otorgado,P.Investigación,10,30375,PIZ,160.0,C,C
EL CANEDO B,Europizarras S.A.,ASTURIAS,Trámite/otorgamiento,C.Exp.Derivada,02,30375,ALC,109.0,C,C
EL CANEDO FRACCIÓN 2ª,"PIZARRAS DE LOS OSCOS, S.A, Europizarras S.A.",ASTURIAS,Otorgado,P.Investigación,02,30375,"PIZ, ALC",0.0,C,C
EL CANEDO FRACCION SEGUNDA,"PIZARRAS DE LOS OSCOS, S.A",ASTURIAS,Otorgado,P.Investigación,20,30375,PIZ,28.0,C,C
EL CANO,TRITURADOS EL CANO S.L,VALENCIA,Autorizado,Sec. A),00,1099,GRV,20.0,H,A
EL CANTALAR,"GUEROLA ARIDOS Y HORMIGONES, S.L.",ALICANTE,Autorizado,Sec. A),00,797,CAL,28.89,H,A
EL CANTALAR,ELISA GIMENEZ GIRON MARIN,MURCIA,Trámite/otorgamiento,A.Min/Termal,00,21282,AGM,129.23,H,B
EL CANTALAR,ELISA GIMENEZ GIRON MARIN,MURCIA,Otorgado,C.Exp.Directa,00,21282,AGM,129.23,H,B
EL CANTALAR,JUAN RAMON ARMENGOD ZAERA,TERUEL,Otorgado,C.Exp.Derivada,00,6015,COR,2.0,C,C
EL CANTALAR,TRANSFORMACIONES EL CANTALAR S.L,VALENCIA,Autorizado,Sec. A),00,1245,GRV,18.27,H,A
EL CANTO,,ASTURIAS,Caducado,C.Exp.Derivada,00,23616,,102.0,H,D
EL CANTON,"ANTONIO Y JOSE RUIZ MARCO, C.B.",MURCIA,Autorizado,Sec. A),00,1111,MAM,7.0,H,A
EL CANTÓN,"TICO, S.A",AVILA,Otorgado,P.Investigación,00,1059,TOC,2054.855,C,C
EL CANTORAL,"ARENAS DE LAS  MAJADILLAS, S.L.",CADIZ,Trámite/otorgamiento,P.Investigación,00,1493,TOC,27.0,C,C
EL CANTOSAL,"GRADUSA, S.L.",VALLADOLID,Trámite/otorgamiento,C.Exp.Directa,00,220,"GRV, ARN",114.5525,C,C
EL CANTOSAL II,"GRADUSA, S.L.",VALLADOLID,Trámite/autorización,Sec. A),00,119,"GRV, ARN",45.6633,H,A
EL CAÑAVERAL,"MENA ESCABIAS, S.L.",JAEN,Autorizado,Sec. A),00,65404,"GRV, ARN",9.0,H,A
EL CAÑAVERAL,"EMILIO, DE LOZAR  GRANADO",SALAMANCA,Otorgado,C.Exp.Derivada,00,5506,"SN , TI , ARN, W  , GRV",77.3283,H,C
EL CAÑO,"VALSAN, S.L.",ZAMORA,Trámite/decl-recurso,Sec. A),00,378,GRV,19.5243,H,A
EL CAÑO,"VALSAN, S.L.",ZAMORA,Trámite/decl-recurso,Sec. A),10,378,GRV,3.5705,H,A
EL CAÑOTAL,GERVASIO DARIO PORTELA ROUCO,LUGO,Trámite/autorización,Sec. A),00,247,CGL,8.0958,H,A
EL CAÑUELO,"ÁRIDOS OTTO, S.R.L.",ALMERIA,Autorizado,Sec. A),00,791,OPC,1.56,H,A
EL CAÑUELO,HORMIOTTO S.L.,ALMERIA,Trámite/autorización,P.Investigación,00,40598,"CAL, DOA",16.0,C,C
EL CAÑUELO,"ÁRIDOS OTTO, S.R.L.",ALMERIA,Trámite/otorgamiento,C.Exp.Directa,00,40646,TOC,3.0,C,C
EL CAÑUELO,"HOLCIM ÁRIDOS,  S.L.",MALAGA,Trámite/otorgamiento,C.Exp.Directa,00,6837,"DOA, CAL",2.0,H,C
EL CAÑUELO,"SAINT-GOBAIN PLACO IBÉRICA, S.A.U. (ANTES IBERYESO",SEVILLA,Otorgado,P.Investigación,00,7841,YES,6.0,C,C
EL CAPELLAN,"MARMOLES MARCOSAN, S.A.",MURCIA,Otorgado,C.Exp.Directa,01,21740,ROR,4.0,C,C
EL CAPRICHO,"UNION MINERA DEL NORTE, S.A",LEON,Otorgado,C.Exp.Derivada,00,5437,CBN,21.0074,H,D
EL CAPRICHO,,MADRID,Cancelado,P.Investigación,10,3055,,72.0,H,C
EL CAPRICHO,"PETRATHERM ESPAÑA, S.L.",MADRID,Cancelado,P.Investigación,10,3461,GEO,81.0,H,D
EL CARBAYIN,"CEMEX ESPAÑA, S.A.",ASTURIAS,Trámite/otorgamiento,P.Investigación,00,30817,FLU,1.0,C,C
EL CARBÓN,"EMPRESA CARBONÍFERA DEL SUR, ENCASUR, S.A.",CORDOBA,Otorgado,C.Exp.Directa,00,182,HUL,25.15,H,D
EL CARBÓN 2º,"EMPRESA CARBONÍFERA DEL SUR, ENCASUR, S.A.",CORDOBA,Otorgado,C.Exp.Directa,00,183,HUL,12.57,H,D
EL CARCAMAL,"TORRE ALFARO, S.L.",ALBACETE,Trámite/autorización,A.Min/Termal,00,12,AMN,0.1,H,B
EL CARCAVALAR,MARMOLES SANDOVAL S.A.,MURCIA,Otorgado,C.Exp.Directa,00,21684,ARN,4.0,C,C
EL CARDENAL,"DAESPA, S.L.",TOLEDO,Autorizado,Sec. A),00,510,"GRV, ARN",3.0085,H,A
EL CARDENAL (AMPLIACION),"DAESPA, S.L.",TOLEDO,Cancelado,Sec. A),00,586,"GRV, ARN",0.05,H,A
EL CARMEN,"JOSÉ CABRERA QUIRÓS, S.L.",CADIZ,Otorgado,P.Investigación,00,1165,CAL,12.0,C,C
EL CARMEN,"SERVICIOS AUXILIARES PORTUENSES, S.L. (SAPSA)",CADIZ,Otorgado,C.Exp.Derivada,00,1165,CAL,4.0,C,C
EL CARMEN,"ÁRIDOS ANFERSA, S.L.",GRANADA,Autorizado,Sec. A),00,74,DOA,10.0,H,A
EL CARMEN,"UNION MINERA DEL NORTE, S.A",ASTURIAS,Otorgado,C.Exp.Derivada,00,26391,ANR,102.0,H,D
EL CARMEN,"HERMANOS DIAZ REDONDO, S.A.",TOLEDO,Autorizado,Sec. A),00,23,ARC,28.0,H,A
EL CARMEN,JESUS SORIANO VILLA,ZARAGOZA,Cancelado,P.Investigación,00,2934,TOC,42.0,C,C
EL CARNERIL,FUENCISLA VIVAR LOBATO,TOLEDO,Cancelado,Sec. A),00,545,"GRV, ARN",71.5203,H,A
EL CARPIO,"ARENAS SILÍCEAS ROJAS, S.A. (ASIROSA)",CADIZ,Trámite/otorgamiento,P.Investigación,00,1502,TOC,241.0,C,C
EL CARRASCAL,"ARPAPE, S.L.",BURGOS,Otorgado,C.Exp.Directa,00,4613,"GRV, ARN",142.6581,C,C
EL CARRASCAL,JIMENEZ TEJEDOR. C.B.,CACERES,Otorgado,Sec. A),00,559,ARN,2.72,H,A
EL CARRASCAL,"PATRICIO GUTIERREZ, S.L.",CADIZ,Autorizado,Sec. A),00,266,ARS,19.0,H,A
EL CARRASCAL,"SIBELCO MINERALES CERÁMICOS, S.A.",CASTELLON,Otorgado,P.Investigación,00,2837,TOC,34.0,C,C
EL CARRASCAL,"HERMANOS CANO VALERO, S.A.",CUENCA,Autorizado,Sec. A),00,250,"GRV, ARN",6.709,H,A
EL CARRASCAL,"GENERAL DE CONSTRUCCIONES CIVILES, S.A.",SALAMANCA,Otorgado,C.Exp.Directa,00,6431,"GRV, ARN",232.0438,C,C
EL CARRASCAL,INDUSTRIAS DEL CUARZO S.A.,SEGOVIA,Otorgado,C.Exp.Derivada,00,865,FEL,429.5415,H,C
EL CARRASCAL II,JIMENEZ TEJEDOR. C.B.,CACERES,Trámite/otorgamiento,Sec. A),10,559,ARN,3.22,H,A
EL CARRASCAL II,"PATRICIO GUTIERREZ, S.L.",CADIZ,Trámite/decl-recurso,Sec. A),00,9106,ARS,15.56,H,A
"EL CARRASCAL, FRACCIÓN 01","URSICINIO, REY URDIALES",VALLADOLID,Trámite/autorización,Sec. A),10,274,"GRV, ARN",2.3416,H,A
"EL CARRASCAL, FRACCIÓN 02","URSICINIO, REY URDIALES",VALLADOLID,Trámite/autorización,Sec. A),20,274,"GRV, ARN",0.6225,H,A
"EL CARRASCAL, FRACCIÓN 03","URSICINIO, REY URDIALES",VALLADOLID,Trámite/autorización,Sec. A),30,274,"GRV, ARN",0.6172,H,A
EL CARRASCÓN,"ANFACOEX, S.L.",CADIZ,Trámite/otorgamiento,P.Investigación,00,1516,"ASI, ARC, YES, CAL, DOA",120.0,C,C
EL CARRIL DE LOS  PORTILLOS,RIMACO SL,GUADALAJARA,Autorizado,Sec. A),00,44,"GRV, ARN",13.7,H,A
EL CARRIL DE LOS PORTILLOS (AMPLIACIÓN A,RIMACO SL,GUADALAJARA,Trámite/decl-recurso,Sec. A),10,44,"GRV, ARN",38.1,H,A
EL CARRILEJO,"ARIDOS ALAMO, S.L.",CUENCA,Autorizado,Sec. A),00,324,"GRV, ARN",24.07,H,A
EL CARRIO,"CANTERAS DEL ARENAL, S.L.",PONTEVEDRA,Autorizado,Sec. A),00,19,PIZ,44.08,H,A
EL CARRO,"AUDITORIA AMBIENTAL, S.L.",CASTELLON,Trámite de concurso,P.Investigación,00,2769,TOC,63.0,C,C
EL CARTERO,,MADRID,Cancelado,C.Exp.Directa,00,3250,,6.0,H,C
EL CARTERO,"STEETLEY IBERIA, S.A.U.",MADRID,Cancelado,C.Exp.Directa,00,3418,GRT,4.0,H,C
EL CARTERO,"HOLCIM ARIDOS, S.L.",MADRID,Otorgado,C.Exp.Directa,00,3421,GRT,4.0,H,C
El CASAL,"MARMOLES FERRER, S.L",TERUEL,Trámite/decl-recurso,Sec. A),00,10014,ARS,6.0,H,A
EL CASAR,,MADRID,Cancelado,P.Investigación,10,3182,,259.0,H,C
EL CASERIO,"LOS CATULINOS, S.L.",LEON,Trámite/autorización,Sec. A),00,661,"GRV, ARN",103.5332,H,A
EL CASERÍO,U.T.E. VARIANTE DE LEBRIJA (UNIÓN TEMPORAL DE EMPR,SEVILLA,Trámite/decl-recurso,Sec. A),00,524,ARS,3.93,H,A
EL CASILLON,"DRAGADOS Y CONSTRUCCIONES, S.A.",ZARAGOZA,Cancelado,P.Investigación,00,3456,TOC,9.0,C,C
EL CASTAÑAL,"ZAHERCO, S.L.",ZAMORA,Trámite/autorización,Sec. A),00,251,GRV,4.0235,H,A
EL CASTAÑAR,"ALBERTO , SALGADO  CARRERAS",ZAMORA,Trámite/decl-recurso,Sec. A),00,166,GRV,0.0,H,A
EL CASTAÑAR,"ALBERTO , SALGADO  CARRERAS",ZAMORA,Trámite/decl-recurso,Sec. A),10,166,GRV,0.0,H,A
EL CASTELLAR,MIGUEL DE LOS SANTOS MOTA MONTES,CUENCA,Caducado,P.Investigación,00,1423,CAN,26.0,C,C
EL CASTELLAR,"PERGA TRANSPORTES Y EXCAVACIONES, S.L.",ZARAGOZA,Trámite/otorgamiento,C.Exp.Directa,00,3260,GRV,4.0,C,C
EL CASTELO,,LUGO,Autorizado,Sec. A),00,19,ARC,0.0,H,A
EL CASTILLEJO,"PASIJU, S.L.",CUENCA,Autorizado,Sec. A),00,315,"GRV, ARN",9.5,H,A
EL CASTILLETE,"RUSTICAS POLO, S.L.",CUENCA,Autorizado,Sec. A),00,310,"GRV, ARN",33.38,H,A
EL CASTILLO,TRANSPORTES HIJOS DE HERMANOS LOPEZ S.A.,CIUDAD REAL,Autorizado,Sec. A),00,687,POM,2.8,H,A
EL CASTILLO,ÁRIDOS Y HORMIGONES EL CASTILLO S.A.,CORDOBA,Otorgado,C.Exp.Directa,00,12977,"GRV, ARN",19.0,C,C
EL CASTILLO,PIZASUR S.L.,GRANADA,Autorizado,Sec. A),00,11,PIZ,3.0,H,A
EL CASTILLO,YESOS Y ESCAYOLAS DE JADRAQUE SA   (YEJASA),GUADALAJARA,Caducado,P.Investigación,00,2428,YES,6.0,C,C
EL CASTILLO,"PROCOSANZ ARIDOS, S.A",MADRID,Autorizado,Sec. A),00,321,"GRV, ARN",13.3565,H,A
EL CASTILLO,,MADRID,Cancelado,P.Investigación,10,3327,,21.0,H,C
EL CASTILLO,"PROCOSANZ ARIDOS, S.A",MADRID,Cancelado,P.Investigación,10,3332,SIL,21.0,H,C
EL CASTILLO,"ANGEL VILARIÑO FONTECOBA, RAFAEL GARCÍA MORENO",MALAGA,Otorgado,C.Exp.Directa,00,6543,CAL,4.0,C,C
EL CASTILLO,"EXPLOTACIONES DE ROCAS INDUSTRIALES, S.A.",PONTEVEDRA,Otorgado,C.Exp.Derivada,00,1963,"CUA, SET",163.0,H,C
EL CASTILLO,"CANTERAS DE CAMARGO , S.L",CANTABRIA,Autorizado,Sec. A),65,1,CAL,4.35,H,A
EL CASTILLO,"RICARDO PUENTE ANTUÑA. TECMICA S.L, MANUEL GOMEZ LLOREDA, S.A",CANTABRIA,Autorizado,Sec. A),75,4,CAL,50.47,H,A
EL CASTILLO,"MANUEL GOMEZ LLOREDA, S.A",CANTABRIA,Trámite/otorgamiento,C.Exp.Directa,98,23333,CAL,2.0,C,C
EL CASTILLO,"PIZARRAS J.B., S.L.",SEGOVIA,Trámite/autorización,Sec. A),00,106,PIZ,7.205,H,A
EL CASTILLO,"SAINT-GOBAIN PLACO IBÉRICA, S.A.U. (ANTES IBERYESO",SEVILLA,Otorgado,P.Investigación,01,7842,YES,7.0,C,C
EL CASTILLO,"TESO GRANDE, S.L.",ZAMORA,Trámite/autorización,Sec. A),00,446,"GRV, ARN",25.2544,H,A
EL CASTILLO I,"PIZARRAS J.B., S.L.",SEGOVIA,Trámite/otorgamiento,C.Exp.Directa,00,1262,TOC,28.7681,C,C
EL CASTILLO II,"J. BERNARDOS CUBIERTAS Y SOLADOS, S.L.",SEGOVIA,Trámite/otorgamiento,C.Exp.Directa,00,1263,TOC,115.0809,C,C
EL CASTRO,ANTON MONTALVO SL,CUENCA,Autorizado,Sec. A),00,237,"GRV, ARN",12.9198,H,A
EL CASTRO,"CIPRIANO VALENCIA,S.A.",LEON,Trámite/autorización,Sec. A),00,556,"GRV, ARN",43.1726,H,A
EL CASTRO,"CIPRIANO VALENCIA,S.A.",LEON,Trámite/otorgamiento,C.Exp.Derivada,00,15151,"GRV, ARN",960.6026,C,C
EL CASTRO,"SOLVAY QUIMICA, S.L.",CANTABRIA,Caducado,C.Exp.Directa,00,14878,CAL,80.0,H,C
EL CASTRO I,,ORENSE,Otorgado,P.Investigación,00,4732,"PIZ, CAL",3.0,C,C
EL CAZORRO,VADILLO BLANCO S.L.,MADRID,Autorizado,Sec. A),00,58,CAL,27.0201,H,A
EL CEBOLLAR,"ÁRIDOS DE LA LUZ, S.L.",HUELVA,Autorizado,Sec. A),00,234,"GRV, ARN",22.0,H,A
EL CEDRO,,TENERIFE,Cancelado,P.Investigación,00,1952,,473.0,H,C
EL CEGARRON,"FIDEL ANTÓN TOMÉ (IM), CÉSAR SÁNCHEZ SORIA, PIEDRAS DE VILLAMONTE, S.L.",ALBACETE,Otorgado,C.Exp.Derivada,10,1505,ROR,5.0,C,C
EL CEILLO,COOPERATIVA SANTO DOMINGO DE SILOS,JAEN,Autorizado,Sec. A),00,60228,"OFI, DIB",3.14,H,A
EL CENTENARIO,"ASTURIANA DE ZINC, S.A",CANTABRIA,Caducado,C.Exp.Directa,00,15686,ZN,571.0,H,C
EL CENTENILLO II,"NAVA EL SACH, S.A.",JAEN,Autorizado,Sec. A),00,61102,ARC,9.26,H,A
EL CERCO,"SOCIEDAD MINERA EL TERRIBLE, S.L.",CORDOBA,Trámite/decl-recurso,Escombrera,00,145,YNN,24.5,H,B
EL CEREZO,"IBERSILVA, S.A. (ANTES IBERSILVA SERVICIOS, S.A.U.",HUELVA,Trámite/decl-recurso,Sec. A),00,315,"GRV, ARN",39.7,H,A
EL CEREZO,"BARITA Y PLOMO, S.L. (BAYPLOM)",JAEN,Otorgado,C.Exp.Directa,00,2843,PB,10.0,H,C
EL CEREZO,INOCENCIO RUIZ MARTINEZ,MURCIA,Caducado,P.Investigación,00,21736,ROR,66.0,C,C
EL CEREZO 3,HUPRECESA,GUADALAJARA,Autorizado,Sec. A),00,125,"GRV, ARN",8.3,H,A
EL CERISAL,"VICTORINO, RODRÍGUEZ IGLESIAS",LEON,Otorgado,P.Investigación,00,15005,,1017.3682,C,C
EL CERRILLO,"PUENTES Y CALZADAS INFRAESTRUCTURAS, S.L.U.",CACERES,Trámite/otorgamiento,Sec. A),00,617,ARN,51.61,H,A
EL CERRILLO,"BARAHONA OBRAS Y SERVICIOS, S.L.",CIUDAD REAL,Trámite/decl-recurso,Sec. A),00,941,"ARI, POM",5.34,H,A
EL CERRILLO,"HEREDEROS DE JOSÉ RUIZ, S.L.",GRANADA,Trámite/decl-recurso,Sec. A),00,307,ARN,23.36,H,A
EL CERRILLO,"MÁRMOLES EL TRANCO, S.L.",GRANADA,Otorgado,C.Exp.Derivada,04,30203,"CAL, DOA",2.0,C,C
EL CERRILLO,"GREGORIO DEL VILLAR SANZ, RIOJANA DE ASFALTOS SA",LA RIOJA,Caducado,Sec. A),00,337,"GRV, ARN",3.39,H,A
EL CERRILLO,"JUAN GIL FLORES, ÁRIDOS OJÉN, S. L.",MALAGA,Autorizado,Sec. A),00,1,CAL,1.7,H,A
EL CERRILLO,"ARENAS, ÁRIDOS Y TRANSPORTES EL CERRO, S.L.",SEGOVIA,Trámite/autorización,Sec. A),00,110,ARN,3.8655,H,A
EL CERRILLO,"ARENAS, ÁRIDOS Y TRANSPORTES EL CERRO, S.L.",SEGOVIA,Trámite/autorización,Sec. A),10,110,ARN,1.4576,H,A
EL CERRILLO,"ARENAS, ÁRIDOS Y TRANSPORTES EL CERRO, S.L.",SEGOVIA,Trámite/autorización,Sec. A),20,110,ARN,0.47,H,A
EL CERRILLO,"ARENAS, ÁRIDOS Y TRANSPORTES EL CERRO, S.L.",SEGOVIA,Otorgado,C.Exp.Directa,00,1328,ASI,172.4046,C,C
EL CERRILLO A,"ARENAS, ÁRIDOS Y TRANSPORTES EL CERRO, S.L.",SEGOVIA,Caducado,P.Investigación,00,1307,TOC,229.8712,C,C
EL CERRO,"LA ARENOSA, S.A.",CADIZ,Autorizado,Sec. A),00,268,"GRV, ARN",28.3,H,A
EL CERRO,HORMIGONES Y MORTEROS PREPARADOS S.A. (HYMPSA),CADIZ,Trámite/otorgamiento,P.Investigación,00,1384,"CAL, DOA",25.0,C,C
EL CERRO,MARMOLES VISEMAR SL,MURCIA,Trámite/otorgamiento,P.Investigación,00,22072,ROR,6.0,C,C
EL CERRO,"MIGUEL VAQUERO, S.L.",TOLEDO,Autorizado,Sec. A),00,512,"GRV, ARN",22.185,H,A
EL CERRON,"MICRONIZADOS ALFREDO DE LA CRUZ, S.A.",MADRID,Cancelado,P.Investigación,10,3462,,36.0,H,C
EL CERRÓN,"FRANCISCO JOSÉ SANTANDER RUIZ, CANTERA DE PIZARRA EL CERRÓN S.L., JOSÉ SANTANDER JIMÉNEZ",ALMERIA,Autorizado,Sec. A),00,649,PIZ,3.51,H,A
EL CERRÓN 2,FRANCISCO JOSÉ SANTANDER RUIZ,ALMERIA,Autorizado,Sec. A),00,794,CUC,1.96,H,A
EL CHAMORRAL,"MIGUEL VAQUERO, S.L.",TOLEDO,Caducado,Sec. A),00,486,"GRV, ARN",1.837,H,A
EL CHANCILLER,CALANCHA S.A.,CORDOBA,Autorizado,Sec. A),00,1286,"GRV, ARN",202.32,H,A
EL CHANO,"HERMANOS TÁBARA, S.L.",ZAMORA,Trámite/autorización,Sec. A),00,488,"GRV, ARN",3.964,H,A
EL CHAPARRAL,"ÁRIDOS HERMANOS GUERRERO, S.A.",GRANADA,Autorizado,Sec. A),00,133,CAL,21.75,H,A
EL CHAPARRAL,UTE PRESA DE SILES,JAEN,Autorizado,Sec. A),00,67903,CAL,5.68,H,A
EL CHAPARRAL DE MÉNDEZ,"GRUPO PORTIVAL, S.L.",CORDOBA,Autorizado,A.Min/Termal,00,102,,0.0,H,B
EL CHAPARRO,MIGUEL GALLEGOS GÓMEZ,CORDOBA,Autorizado,Sec. A),00,991,"GRV, ARN",0.6,H,A
EL CHAPARROSO,"SILEX DE LA MANCHA, S.L.U., PEDRO POZO RODA (ITM)",ALBACETE,Autorizado,Sec. A),00,739,BLS,166.0,H,A
EL CHAPARROSO,"SILEX DE LA MANCHA, S.L.U., PEDRO POZO RODA (ITM)",ALBACETE,Trámite/otorgamiento,C.Exp.Directa,00,1811,TOC,21.0,C,C
EL CHARCO,MIGUEL DE LOS SANTOS MOTA MONTES,CUENCA,Caducado,P.Investigación,00,1356,CAN,18.0,C,C
EL CHARCO,URBANO ROBRES GARCÍA,TERUEL,Autorizado,Sec. A),00,427,LOC,1.3953,H,A
EL CHARCO,URBANO ROBRES GARCÍA,TERUEL,Autorizado,Sec. A),01,427,LOC,1.3953,H,A
EL CHARCO,URBANO ROBRES GARCÍA,TERUEL,Autorizado,Sec. A),02,427,LOC,1.3953,H,A
EL CHARCÓN II,"ARIDOS CAMARERO, S.L.",BURGOS,Trámite/autorización,Sec. A),00,1224,"GRV, ARN",13.1274,H,A
EL CHATO,"CANTERAS EL CHATO, S.L.",ZARAGOZA,Cancelado,Sec. A),00,302,CAL,1.0,H,A
EL CHATO I,"CANTERAS EL CHATO, S.L.",ZARAGOZA,Cancelado,P.Investigación,00,3392,CAL,72.0,C,C
EL CHICAMO,LA LADRILLERA MURCIANA S.A.,MURCIA,Autorizado,Sec. A),00,1520,ARC,16.95,H,A
EL CHILLON,FINANSKANDIC S.A.,MURCIA,Autorizado,Sec. A),00,1112,POR,6.9,H,A
EL CHIMBO,"EMPRESA CARBONÍFERA DEL SUR, ENCASUR, S.A.",CORDOBA,Trámite/autorización,C.Exp.Directa,00,142,HUL,25.15,H,D
EL CHINAR,"ARIDOS EL CHINAR, S.L.",ALICANTE,Autorizado,Sec. A),00,800,CAL,15.42,H,A
EL CHIVO,"SAINT-GOBAIN PLACO IBÉRICA, S.A.U. (ANTES IBERYESO",CADIZ,Trámite/otorgamiento,P.Investigación,00,1521,YES,67.0,C,C
EL CHORRILLO,"ÁRIDOS Y TRANSPORTES TINTOSUR, S.L.",HUELVA,Autorizado,Sec. A),00,38,ZHR,11.91,H,A
EL CHORRITO,"MINAS DE HERRERÍAS, S.A.",HUELVA,Otorgado,C.Exp.Directa,00,4370,"PIT, CU",28.0,H,C
EL CHOTE,"FINCA EL CHOTE, S.L.",ZAMORA,Otorgado,P.Investigación,00,1846,"TOC, ASI",2159.8109,C,C
EL CHOTE 07,"HORFREMAR, S.L.",ZAMORA,Trámite/autorización,Sec. A),00,499,"GRV, ARN",74.6752,H,A
EL CHOTE II,"HORFREMAR, S.L.",ZAMORA,Trámite/autorización,Sec. A),00,452,"GRV, ARN",2.6685,H,A
EL CHUMACERO,"CHUMACERO, S.A.",CACERES,Otorgado,A.Min/Termal,00,4,AGM,443.71,H,B
EL CID,SANTIAGO AGRIPINO COLOMER BIELSA,TERUEL,Trámite/decl-recurso,Sec. A),00,10015,CAL,1.3,H,A
EL CID CAMPEADOR,GREGORIO JEREZ BALLESTEROS,TERUEL,Autorizado,Sec. A),00,403,CAL,3.8611,H,A
EL CIEGO,"PIEDRA NATURAL RUBIO, S.L",TERUEL,Autorizado,Sec. A),00,303,ARS,0.6,H,A
EL CIERZO,"CERMICAS DEL RIO ALHAMA, S.L.",ZARAGOZA,Autorizado,Sec. A),00,144,ARC,2.0,H,A
EL CIGARRÓN,"SAINT-GOBAIN PLACO IBÉRICA, S.A.U. (ANTES IBERYESO, YESOS DE ALMERÍA, S.A.",ALMERIA,Otorgado,C.Exp.Derivada,00,39841,YES,12.0,C,C
EL CIGARRÓN,"AYUNTAMIENTO DE MACAEL, CANTERAS FÁTIMA, S.L.",ALMERIA,Trámite/otorgamiento,C.Exp.Directa,00,770,MAM,2.92,H,C
EL CIGARRÓN DOS,"SAINT-GOBAIN PLACO IBÉRICA, S.A.U. (ANTES IBERYESO, YESOS DE ALMERÍA, S.A.",ALMERIA,Otorgado,C.Exp.Directa,00,40224,YES,4.0,C,C
EL CIMBRIO,"ARIDOS LA PLATA 2010, S.L., FRANCISCO, GERAS CABERO",ZAMORA,Trámite/decl-recurso,Sec. A),00,542,CUC,18.9473,H,A
EL CLOTAS,"ARIDOS LA BARONA, S.L.",CASTELLON,Autorizado,Sec. A),00,550,GRV,6.3,H,A
EL CODILLO,"OBRAS HERGÓN, S.A.",VALLADOLID,Trámite/autorización,Sec. A),00,120,CAL,2.9557,H,A
EL CODILLO II,"OBRAS HERGÓN, S.A.",VALLADOLID,Trámite/autorización,Sec. A),10,120,CAL,6.2506,H,A
"EL CODILLO II AMPLIACIÓN, FRACCIÓN 1",,VALLADOLID,Trámite/autorización,Sec. A),20,120,CAL,1.3926,H,A
"EL CODILLO II AMPLIACIÓN, FRACCIÓN 2",,VALLADOLID,Trámite/autorización,Sec. A),30,120,CAL,5.3166,H,A
